"sum_stat" "condition" "response" "model" "len"
"585" "middle_mean" 26 "lower" "t" 978
"586" "middle_mean" 26 "upper" "independent" 976
"587" "middle_mean" 26 "upper" "normal" 956
"588" "middle_mean" 26 "upper" "t" 953
"589" "middle_mean" 27 "lower" "independent" 1079
"590" "middle_mean" 27 "lower" "normal" 1000
"591" "middle_mean" 27 "lower" "t" 1014
"592" "middle_mean" 27 "upper" "independent" 906
"593" "middle_mean" 27 "upper" "normal" 896
"594" "middle_mean" 27 "upper" "t" 897
"595" "middle_mean" 28 "lower" "independent" 1097
"596" "middle_mean" 28 "lower" "normal" 999
"597" "middle_mean" 28 "lower" "t" 1017
"598" "middle_mean" 28 "upper" "independent" 840
"599" "middle_mean" 28 "upper" "normal" 836
"600" "middle_mean" 28 "upper" "t" 835
"601" "middle_mean" 29 "lower" "independent" 1096
"602" "middle_mean" 29 "lower" "normal" 1000
"603" "middle_mean" 29 "lower" "t" 986
"604" "middle_mean" 29 "upper" "independent" 758
"605" "middle_mean" 29 "upper" "normal" 748
"606" "middle_mean" 29 "upper" "t" 752
"607" "middle_mean" 30 "lower" "independent" 1089
"608" "middle_mean" 30 "lower" "normal" 973
"609" "middle_mean" 30 "lower" "t" 947
"610" "middle_mean" 30 "upper" "independent" 661
"611" "middle_mean" 30 "upper" "normal" 661
"612" "middle_mean" 30 "upper" "t" 665
"613" "middle_mean" 31 "lower" "independent" 74
"614" "middle_mean" 31 "lower" "normal" 72
"615" "middle_mean" 31 "lower" "t" 73
"616" "middle_mean" 31 "upper" "independent" 80
"617" "middle_mean" 31 "upper" "normal" 80
"618" "middle_mean" 31 "upper" "t" 79
"619" "middle_mean" 32 "lower" "independent" 73
"620" "middle_mean" 32 "lower" "normal" 71
"621" "middle_mean" 32 "lower" "t" 71
"622" "middle_mean" 32 "upper" "independent" 78
"623" "middle_mean" 32 "upper" "normal" 78
"624" "middle_mean" 32 "upper" "t" 78
"625" "middle_mean" 33 "lower" "independent" 70
"626" "middle_mean" 33 "lower" "normal" 68
"627" "middle_mean" 33 "lower" "t" 70
"628" "middle_mean" 33 "upper" "independent" 75
"629" "middle_mean" 33 "upper" "normal" 74
"630" "middle_mean" 33 "upper" "t" 74
"631" "middle_mean" 34 "lower" "independent" 66
"632" "middle_mean" 34 "lower" "normal" 64
"633" "middle_mean" 34 "lower" "t" 65
"634" "middle_mean" 34 "upper" "independent" 69
"635" "middle_mean" 34 "upper" "normal" 69
"636" "middle_mean" 34 "upper" "t" 69
"637" "middle_mean" 35 "lower" "independent" 60
"638" "middle_mean" 35 "lower" "normal" 58
"639" "middle_mean" 35 "lower" "t" 58
"640" "middle_mean" 35 "upper" "independent" 63
"641" "middle_mean" 35 "upper" "normal" 63
"642" "middle_mean" 35 "upper" "t" 63
"643" "middle_mean" 36 "lower" "independent" 51
"644" "middle_mean" 36 "lower" "normal" 51
"645" "middle_mean" 36 "lower" "t" 50
"646" "middle_mean" 36 "upper" "independent" 55
"647" "middle_mean" 36 "upper" "normal" 55
"648" "middle_mean" 36 "upper" "t" 55
"649" "middle_mean" 37 "lower" "independent" 1011
"650" "middle_mean" 37 "lower" "normal" 1031
"651" "middle_mean" 37 "lower" "t" 1027
"652" "middle_mean" 37 "upper" "independent" 1028
"653" "middle_mean" 37 "upper" "normal" 1040
"654" "middle_mean" 37 "upper" "t" 1038
"655" "middle_mean" 38 "lower" "independent" 1045
"656" "middle_mean" 38 "lower" "normal" 1067
"657" "middle_mean" 38 "lower" "t" 1067
"658" "middle_mean" 38 "upper" "independent" 976
"659" "middle_mean" 38 "upper" "normal" 983
"660" "middle_mean" 38 "upper" "t" 981
"661" "middle_mean" 39 "lower" "independent" 1079
"662" "middle_mean" 39 "lower" "normal" 1088
"663" "middle_mean" 39 "lower" "t" 1104
"664" "middle_mean" 39 "upper" "independent" 906
"665" "middle_mean" 39 "upper" "normal" 915
"666" "middle_mean" 39 "upper" "t" 912
"667" "middle_mean" 40 "lower" "independent" 1097
"668" "middle_mean" 40 "lower" "normal" 1111
"669" "middle_mean" 40 "lower" "t" 1117
"670" "middle_mean" 40 "upper" "independent" 840
"671" "middle_mean" 40 "upper" "normal" 849
"672" "middle_mean" 40 "upper" "t" 844
"673" "middle_mean" 41 "lower" "independent" 1096
"674" "middle_mean" 41 "lower" "normal" 1127
"675" "middle_mean" 41 "lower" "t" 1138
"676" "middle_mean" 41 "upper" "independent" 758
"677" "middle_mean" 41 "upper" "normal" 756
"678" "middle_mean" 41 "upper" "t" 760
"679" "middle_mean" 42 "lower" "independent" 1089
"680" "middle_mean" 42 "lower" "normal" 1122
"681" "middle_mean" 42 "lower" "t" 1120
"682" "middle_mean" 42 "upper" "independent" 661
"683" "middle_mean" 42 "upper" "normal" 663
"684" "middle_mean" 42 "upper" "t" 660
"685" "middle_mean" 43 "lower" "independent" 74
"686" "middle_mean" 43 "lower" "normal" 75
"687" "middle_mean" 43 "lower" "t" 75
"688" "middle_mean" 43 "upper" "independent" 80
"689" "middle_mean" 43 "upper" "normal" 81
"690" "middle_mean" 43 "upper" "t" 81
"691" "middle_mean" 44 "lower" "independent" 73
"692" "middle_mean" 44 "lower" "normal" 74
"693" "middle_mean" 44 "lower" "t" 73
"694" "middle_mean" 44 "upper" "independent" 78
"695" "middle_mean" 44 "upper" "normal" 78
"696" "middle_mean" 44 "upper" "t" 79
"697" "middle_mean" 45 "lower" "independent" 70
"698" "middle_mean" 45 "lower" "normal" 71
"699" "middle_mean" 45 "lower" "t" 72
"700" "middle_mean" 45 "upper" "independent" 75
"701" "middle_mean" 45 "upper" "normal" 75
"702" "middle_mean" 45 "upper" "t" 75
"703" "middle_mean" 46 "lower" "independent" 66
"704" "middle_mean" 46 "lower" "normal" 67
"705" "middle_mean" 46 "lower" "t" 68
"706" "middle_mean" 46 "upper" "independent" 69
"707" "middle_mean" 46 "upper" "normal" 70
"708" "middle_mean" 46 "upper" "t" 70
"709" "middle_mean" 47 "lower" "independent" 60
"710" "middle_mean" 47 "lower" "normal" 61
"711" "middle_mean" 47 "lower" "t" 62
"712" "middle_mean" 47 "upper" "independent" 63
"713" "middle_mean" 47 "upper" "normal" 63
"714" "middle_mean" 47 "upper" "t" 63
"715" "middle_mean" 48 "lower" "independent" 51
"716" "middle_mean" 48 "lower" "normal" 52
"717" "middle_mean" 48 "lower" "t" 52
"718" "middle_mean" 48 "upper" "independent" 55
"719" "middle_mean" 48 "upper" "normal" 55
"720" "middle_mean" 48 "upper" "t" 55
"721" "middle_mean" 49 "lower" "independent" 1011
"722" "middle_mean" 49 "lower" "normal" 1060
"723" "middle_mean" 49 "lower" "t" 1053
"724" "middle_mean" 49 "upper" "independent" 1028
"725" "middle_mean" 49 "upper" "normal" 1057
"726" "middle_mean" 49 "upper" "t" 1051
"727" "middle_mean" 50 "lower" "independent" 1045
"728" "middle_mean" 50 "lower" "normal" 1098
"729" "middle_mean" 50 "lower" "t" 1092
"730" "middle_mean" 50 "upper" "independent" 976
"731" "middle_mean" 50 "upper" "normal" 990
"732" "middle_mean" 50 "upper" "t" 999
"733" "middle_mean" 51 "lower" "independent" 1079
"734" "middle_mean" 51 "lower" "normal" 1129
"735" "middle_mean" 51 "lower" "t" 1144
"736" "middle_mean" 51 "upper" "independent" 906
"737" "middle_mean" 51 "upper" "normal" 920
"738" "middle_mean" 51 "upper" "t" 918
"739" "middle_mean" 52 "lower" "independent" 1097
"740" "middle_mean" 52 "lower" "normal" 1157
"741" "middle_mean" 52 "lower" "t" 1155
"742" "middle_mean" 52 "upper" "independent" 840
"743" "middle_mean" 52 "upper" "normal" 851
"744" "middle_mean" 52 "upper" "t" 847
"745" "middle_mean" 53 "lower" "independent" 1096
"746" "middle_mean" 53 "lower" "normal" 1197
"747" "middle_mean" 53 "lower" "t" 1186
"748" "middle_mean" 53 "upper" "independent" 758
"749" "middle_mean" 53 "upper" "normal" 756
"750" "middle_mean" 53 "upper" "t" 760
"751" "middle_mean" 54 "lower" "independent" 1089
"752" "middle_mean" 54 "lower" "normal" 1210
"753" "middle_mean" 54 "lower" "t" 1180
"754" "middle_mean" 54 "upper" "independent" 661
"755" "middle_mean" 54 "upper" "normal" 661
"756" "middle_mean" 54 "upper" "t" 663
"757" "middle_mean" 55 "lower" "independent" 74
"758" "middle_mean" 55 "lower" "normal" 75
"759" "middle_mean" 55 "lower" "t" 76
"760" "middle_mean" 55 "upper" "independent" 80
"761" "middle_mean" 55 "upper" "normal" 81
"762" "middle_mean" 55 "upper" "t" 82
"763" "middle_mean" 56 "lower" "independent" 73
"764" "middle_mean" 56 "lower" "normal" 75
"765" "middle_mean" 56 "lower" "t" 74
"766" "middle_mean" 56 "upper" "independent" 78
"767" "middle_mean" 56 "upper" "normal" 79
"768" "middle_mean" 56 "upper" "t" 80
"769" "middle_mean" 57 "lower" "independent" 70
"770" "middle_mean" 57 "lower" "normal" 72
"771" "middle_mean" 57 "lower" "t" 71
"772" "middle_mean" 57 "upper" "independent" 75
"773" "middle_mean" 57 "upper" "normal" 76
"774" "middle_mean" 57 "upper" "t" 75
"775" "middle_mean" 58 "lower" "independent" 66
"776" "middle_mean" 58 "lower" "normal" 67
"777" "middle_mean" 58 "lower" "t" 68
"778" "middle_mean" 58 "upper" "independent" 69
"779" "middle_mean" 58 "upper" "normal" 70
"780" "middle_mean" 58 "upper" "t" 70
"781" "middle_mean" 59 "lower" "independent" 60
"782" "middle_mean" 59 "lower" "normal" 61
"783" "middle_mean" 59 "lower" "t" 61
"784" "middle_mean" 59 "upper" "independent" 63
"785" "middle_mean" 59 "upper" "normal" 63
"786" "middle_mean" 59 "upper" "t" 63
"787" "middle_mean" 60 "lower" "independent" 51
"788" "middle_mean" 60 "lower" "normal" 52
"789" "middle_mean" 60 "lower" "t" 53
"790" "middle_mean" 60 "upper" "independent" 55
"791" "middle_mean" 60 "upper" "normal" 55
"792" "middle_mean" 60 "upper" "t" 55
"793" "middle_mean" 61 "lower" "independent" 1011
"794" "middle_mean" 61 "lower" "normal" 1084
"795" "middle_mean" 61 "lower" "t" 1085
"796" "middle_mean" 61 "upper" "independent" 1028
"797" "middle_mean" 61 "upper" "normal" 1072
"798" "middle_mean" 61 "upper" "t" 1071
"799" "middle_mean" 62 "lower" "independent" 1045
"800" "middle_mean" 62 "lower" "normal" 1139
"801" "middle_mean" 62 "lower" "t" 1132
"802" "middle_mean" 62 "upper" "independent" 976
"803" "middle_mean" 62 "upper" "normal" 1007
"804" "middle_mean" 62 "upper" "t" 1007
"805" "middle_mean" 63 "lower" "independent" 1079
"806" "middle_mean" 63 "lower" "normal" 1176
"807" "middle_mean" 63 "lower" "t" 1187
"808" "middle_mean" 63 "upper" "independent" 906
"809" "middle_mean" 63 "upper" "normal" 931
"810" "middle_mean" 63 "upper" "t" 931
"811" "middle_mean" 64 "lower" "independent" 1097
"812" "middle_mean" 64 "lower" "normal" 1229
"813" "middle_mean" 64 "lower" "t" 1207
"814" "middle_mean" 64 "upper" "independent" 840
"815" "middle_mean" 64 "upper" "normal" 857
"816" "middle_mean" 64 "upper" "t" 854
"817" "middle_mean" 65 "lower" "independent" 1096
"818" "middle_mean" 65 "lower" "normal" 1259
"819" "middle_mean" 65 "lower" "t" 1240
"820" "middle_mean" 65 "upper" "independent" 758
"821" "middle_mean" 65 "upper" "normal" 764
"822" "middle_mean" 65 "upper" "t" 761
"823" "middle_mean" 66 "lower" "independent" 1089
"824" "middle_mean" 66 "lower" "normal" 1259
"825" "middle_mean" 66 "lower" "t" 1254
"826" "middle_mean" 66 "upper" "independent" 661
"827" "middle_mean" 66 "upper" "normal" 658
"828" "middle_mean" 66 "upper" "t" 659
"829" "middle_mean" 67 "lower" "independent" 74
"830" "middle_mean" 67 "lower" "normal" 76
"831" "middle_mean" 67 "lower" "t" 77
"832" "middle_mean" 67 "upper" "independent" 80
"833" "middle_mean" 67 "upper" "normal" 83
"834" "middle_mean" 67 "upper" "t" 82
"835" "middle_mean" 68 "lower" "independent" 73
"836" "middle_mean" 68 "lower" "normal" 75
"837" "middle_mean" 68 "lower" "t" 75
"838" "middle_mean" 68 "upper" "independent" 78
"839" "middle_mean" 68 "upper" "normal" 80
"840" "middle_mean" 68 "upper" "t" 80
"841" "middle_mean" 69 "lower" "independent" 70
"842" "middle_mean" 69 "lower" "normal" 72
"843" "middle_mean" 69 "lower" "t" 73
"844" "middle_mean" 69 "upper" "independent" 75
"845" "middle_mean" 69 "upper" "normal" 75
"846" "middle_mean" 69 "upper" "t" 76
"847" "middle_mean" 70 "lower" "independent" 66
"848" "middle_mean" 70 "lower" "normal" 68
"849" "middle_mean" 70 "lower" "t" 68
"850" "middle_mean" 70 "upper" "independent" 69
"851" "middle_mean" 70 "upper" "normal" 71
"852" "middle_mean" 70 "upper" "t" 70
"853" "middle_mean" 71 "lower" "independent" 60
"854" "middle_mean" 71 "lower" "normal" 62
"855" "middle_mean" 71 "lower" "t" 61
"856" "middle_mean" 71 "upper" "independent" 63
"857" "middle_mean" 71 "upper" "normal" 64
"858" "middle_mean" 71 "upper" "t" 63
"859" "middle_mean" 72 "lower" "independent" 51
"860" "middle_mean" 72 "lower" "normal" 53
"861" "middle_mean" 72 "lower" "t" 54
"862" "middle_mean" 72 "upper" "independent" 55
"863" "middle_mean" 72 "upper" "normal" 55
"864" "middle_mean" 72 "upper" "t" 55
"865" "slow_mean" 1 "lower" "independent" 11066
"866" "slow_mean" 1 "lower" "normal" 11971
"867" "slow_mean" 1 "lower" "t" 8595
"868" "slow_mean" 1 "upper" "independent" 10002
"869" "slow_mean" 1 "upper" "normal" 11561
"870" "slow_mean" 1 "upper" "t" 11097
"871" "slow_mean" 2 "lower" "independent" 11130
"872" "slow_mean" 2 "lower" "normal" 10624
"873" "slow_mean" 2 "lower" "t" 10603
"874" "slow_mean" 2 "upper" "independent" 10321
"875" "slow_mean" 2 "upper" "normal" 11308
"876" "slow_mean" 2 "upper" "t" 10038
"877" "slow_mean" 3 "lower" "independent" 12197
"878" "slow_mean" 3 "lower" "normal" 11426
"879" "slow_mean" 3 "lower" "t" 8527
"880" "slow_mean" 3 "upper" "independent" 9316
"881" "slow_mean" 3 "upper" "normal" 13486
"882" "slow_mean" 3 "upper" "t" 9096
"883" "slow_mean" 4 "lower" "independent" 9493
"884" "slow_mean" 4 "lower" "normal" 8620
"885" "slow_mean" 4 "lower" "t" 8750
"886" "slow_mean" 4 "upper" "independent" 10695
"887" "slow_mean" 4 "upper" "normal" 10000
"888" "slow_mean" 4 "upper" "t" 10258
"889" "slow_mean" 5 "lower" "independent" 9972
"890" "slow_mean" 5 "lower" "normal" 10188
"891" "slow_mean" 5 "lower" "t" 10884
"892" "slow_mean" 5 "upper" "independent" 9020
"893" "slow_mean" 5 "upper" "normal" 8706
"894" "slow_mean" 5 "upper" "t" 10785
"895" "slow_mean" 6 "lower" "independent" 7942
"896" "slow_mean" 6 "lower" "normal" 8992
"897" "slow_mean" 6 "lower" "t" 8341
"898" "slow_mean" 6 "upper" "independent" 9487
"899" "slow_mean" 6 "upper" "normal" 9869
"900" "slow_mean" 6 "upper" "t" 9105
"901" "slow_mean" 7 "lower" "independent" 650
"902" "slow_mean" 7 "lower" "normal" 660
"903" "slow_mean" 7 "lower" "t" 651
"904" "slow_mean" 7 "upper" "independent" 626
"905" "slow_mean" 7 "upper" "normal" 626
"906" "slow_mean" 7 "upper" "t" 668
"907" "slow_mean" 8 "lower" "independent" 601
"908" "slow_mean" 8 "lower" "normal" 610
"909" "slow_mean" 8 "lower" "t" 595
"910" "slow_mean" 8 "upper" "independent" 809
"911" "slow_mean" 8 "upper" "normal" 600
"912" "slow_mean" 8 "upper" "t" 567
"913" "slow_mean" 9 "lower" "independent" 662
"914" "slow_mean" 9 "lower" "normal" 627
"915" "slow_mean" 9 "lower" "t" 656
"916" "slow_mean" 9 "upper" "independent" 648
"917" "slow_mean" 9 "upper" "normal" 607
"918" "slow_mean" 9 "upper" "t" 568
"919" "slow_mean" 10 "lower" "independent" 609
"920" "slow_mean" 10 "lower" "normal" 498
"921" "slow_mean" 10 "lower" "t" 612
"922" "slow_mean" 10 "upper" "independent" 542
"923" "slow_mean" 10 "upper" "normal" 550
"924" "slow_mean" 10 "upper" "t" 536
"925" "slow_mean" 11 "lower" "independent" 496
"926" "slow_mean" 11 "lower" "normal" 446
"927" "slow_mean" 11 "lower" "t" 424
"928" "slow_mean" 11 "upper" "independent" 677
"929" "slow_mean" 11 "upper" "normal" 500
"930" "slow_mean" 11 "upper" "t" 600
"931" "slow_mean" 12 "lower" "independent" 421
"932" "slow_mean" 12 "lower" "normal" 396
"933" "slow_mean" 12 "lower" "t" 387
"934" "slow_mean" 12 "upper" "independent" 553
"935" "slow_mean" 12 "upper" "normal" 417
"936" "slow_mean" 12 "upper" "t" 489
"937" "slow_mean" 13 "lower" "independent" 11066
"938" "slow_mean" 13 "lower" "normal" 10726
"939" "slow_mean" 13 "lower" "t" 9539
"940" "slow_mean" 13 "upper" "independent" 10002
"941" "slow_mean" 13 "upper" "normal" 9903
"942" "slow_mean" 13 "upper" "t" 11982
"943" "slow_mean" 14 "lower" "independent" 11130
"944" "slow_mean" 14 "lower" "normal" 11078
"945" "slow_mean" 14 "lower" "t" 10693
"946" "slow_mean" 14 "upper" "independent" 10321
"947" "slow_mean" 14 "upper" "normal" 11579
"948" "slow_mean" 14 "upper" "t" 10449
"949" "slow_mean" 15 "lower" "independent" 12197
"950" "slow_mean" 15 "lower" "normal" 10744
"951" "slow_mean" 15 "lower" "t" 9907
"952" "slow_mean" 15 "upper" "independent" 9316
"953" "slow_mean" 15 "upper" "normal" 11016
"954" "slow_mean" 15 "upper" "t" 13259
"955" "slow_mean" 16 "lower" "independent" 9493
"956" "slow_mean" 16 "lower" "normal" 9902
"957" "slow_mean" 16 "lower" "t" 8968
"958" "slow_mean" 16 "upper" "independent" 10695
"959" "slow_mean" 16 "upper" "normal" 10678
"960" "slow_mean" 16 "upper" "t" 11981
"961" "slow_mean" 17 "lower" "independent" 9972
"962" "slow_mean" 17 "lower" "normal" 8836
"963" "slow_mean" 17 "lower" "t" 9476
"964" "slow_mean" 17 "upper" "independent" 9020
"965" "slow_mean" 17 "upper" "normal" 10177
"966" "slow_mean" 17 "upper" "t" 10786
"967" "slow_mean" 18 "lower" "independent" 7942
"968" "slow_mean" 18 "lower" "normal" 9594
"969" "slow_mean" 18 "lower" "t" 8858
"970" "slow_mean" 18 "upper" "independent" 9487
"971" "slow_mean" 18 "upper" "normal" 7815
"972" "slow_mean" 18 "upper" "t" 11815
"973" "slow_mean" 19 "lower" "independent" 650
"974" "slow_mean" 19 "lower" "normal" 689
"975" "slow_mean" 19 "lower" "t" 624
"976" "slow_mean" 19 "upper" "independent" 626
"977" "slow_mean" 19 "upper" "normal" 623
"978" "slow_mean" 19 "upper" "t" 595
"979" "slow_mean" 20 "lower" "independent" 601
"980" "slow_mean" 20 "lower" "normal" 632
"981" "slow_mean" 20 "lower" "t" 557
"982" "slow_mean" 20 "upper" "independent" 809
"983" "slow_mean" 20 "upper" "normal" 640
"984" "slow_mean" 20 "upper" "t" 645
"985" "slow_mean" 21 "lower" "independent" 662
"986" "slow_mean" 21 "lower" "normal" 616
"987" "slow_mean" 21 "lower" "t" 596
"988" "slow_mean" 21 "upper" "independent" 648
"989" "slow_mean" 21 "upper" "normal" 598
"990" "slow_mean" 21 "upper" "t" 631
"991" "slow_mean" 22 "lower" "independent" 609
"992" "slow_mean" 22 "lower" "normal" 550
"993" "slow_mean" 22 "lower" "t" 538
"994" "slow_mean" 22 "upper" "independent" 542
"995" "slow_mean" 22 "upper" "normal" 728
"996" "slow_mean" 22 "upper" "t" 564
"997" "slow_mean" 23 "lower" "independent" 496
"998" "slow_mean" 23 "lower" "normal" 533
"999" "slow_mean" 23 "lower" "t" 517
"1000" "slow_mean" 23 "upper" "independent" 677
"1001" "slow_mean" 23 "upper" "normal" 578
"1002" "slow_mean" 23 "upper" "t" 600
"1003" "slow_mean" 24 "lower" "independent" 421
"1004" "slow_mean" 24 "lower" "normal" 338
"1005" "slow_mean" 24 "lower" "t" 471
"1006" "slow_mean" 24 "upper" "independent" 553
"1007" "slow_mean" 24 "upper" "normal" 484
"1008" "slow_mean" 24 "upper" "t" 487
"1009" "slow_mean" 25 "lower" "independent" 11066
"1010" "slow_mean" 25 "lower" "normal" 9802
"1011" "slow_mean" 25 "lower" "t" 9903
"1012" "slow_mean" 25 "upper" "independent" 10002
"1013" "slow_mean" 25 "upper" "normal" 10815
"1014" "slow_mean" 25 "upper" "t" 10720
"1015" "slow_mean" 26 "lower" "independent" 11130
"1016" "slow_mean" 26 "lower" "normal" 11216
"1017" "slow_mean" 26 "lower" "t" 8235
"1018" "slow_mean" 26 "upper" "independent" 10321
"1019" "slow_mean" 26 "upper" "normal" 9533
"1020" "slow_mean" 26 "upper" "t" 8492
"1021" "slow_mean" 27 "lower" "independent" 12197
"1022" "slow_mean" 27 "lower" "normal" 11138
"1023" "slow_mean" 27 "lower" "t" 9654
"1024" "slow_mean" 27 "upper" "independent" 9316
"1025" "slow_mean" 27 "upper" "normal" 8728
"1026" "slow_mean" 27 "upper" "t" 8967
"1027" "slow_mean" 28 "lower" "independent" 9493
"1028" "slow_mean" 28 "lower" "normal" 8263
"1029" "slow_mean" 28 "lower" "t" 10282
"1030" "slow_mean" 28 "upper" "independent" 10695
"1031" "slow_mean" 28 "upper" "normal" 9501
"1032" "slow_mean" 28 "upper" "t" 11930
"1033" "slow_mean" 29 "lower" "independent" 9972
"1034" "slow_mean" 29 "lower" "normal" 10875
"1035" "slow_mean" 29 "lower" "t" 9450
"1036" "slow_mean" 29 "upper" "independent" 9020
"1037" "slow_mean" 29 "upper" "normal" 9337
"1038" "slow_mean" 29 "upper" "t" 9678
"1039" "slow_mean" 30 "lower" "independent" 7942
"1040" "slow_mean" 30 "lower" "normal" 9184
"1041" "slow_mean" 30 "lower" "t" 7797
"1042" "slow_mean" 30 "upper" "independent" 9487
"1043" "slow_mean" 30 "upper" "normal" 9425
"1044" "slow_mean" 30 "upper" "t" 9686
"1045" "slow_mean" 31 "lower" "independent" 650
"1046" "slow_mean" 31 "lower" "normal" 698
"1047" "slow_mean" 31 "lower" "t" 646
"1048" "slow_mean" 31 "upper" "independent" 626
"1049" "slow_mean" 31 "upper" "normal" 671
"1050" "slow_mean" 31 "upper" "t" 613
"1051" "slow_mean" 32 "lower" "independent" 601
"1052" "slow_mean" 32 "lower" "normal" 560
"1053" "slow_mean" 32 "lower" "t" 542
"1054" "slow_mean" 32 "upper" "independent" 809
"1055" "slow_mean" 32 "upper" "normal" 612
"1056" "slow_mean" 32 "upper" "t" 513
"1057" "slow_mean" 33 "lower" "independent" 662
"1058" "slow_mean" 33 "lower" "normal" 608
"1059" "slow_mean" 33 "lower" "t" 610
"1060" "slow_mean" 33 "upper" "independent" 648
"1061" "slow_mean" 33 "upper" "normal" 734
"1062" "slow_mean" 33 "upper" "t" 645
"1063" "slow_mean" 34 "lower" "independent" 609
"1064" "slow_mean" 34 "lower" "normal" 528
"1065" "slow_mean" 34 "lower" "t" 463
"1066" "slow_mean" 34 "upper" "independent" 542
"1067" "slow_mean" 34 "upper" "normal" 499
"1068" "slow_mean" 34 "upper" "t" 633
"1069" "slow_mean" 35 "lower" "independent" 496
"1070" "slow_mean" 35 "lower" "normal" 665
"1071" "slow_mean" 35 "lower" "t" 479
"1072" "slow_mean" 35 "upper" "independent" 677
"1073" "slow_mean" 35 "upper" "normal" 674
"1074" "slow_mean" 35 "upper" "t" 908
"1075" "slow_mean" 36 "lower" "independent" 421
"1076" "slow_mean" 36 "lower" "normal" 459
"1077" "slow_mean" 36 "lower" "t" 504
"1078" "slow_mean" 36 "upper" "independent" 553
"1079" "slow_mean" 36 "upper" "normal" 513
"1080" "slow_mean" 36 "upper" "t" 457
"1081" "slow_mean" 37 "lower" "independent" 11066
"1082" "slow_mean" 37 "lower" "normal" 13396
"1083" "slow_mean" 37 "lower" "t" 12548
"1084" "slow_mean" 37 "upper" "independent" 10002
"1085" "slow_mean" 37 "upper" "normal" 11169
"1086" "slow_mean" 37 "upper" "t" 10387
"1087" "slow_mean" 38 "lower" "independent" 11130
"1088" "slow_mean" 38 "lower" "normal" 12198
"1089" "slow_mean" 38 "lower" "t" 9891
"1090" "slow_mean" 38 "upper" "independent" 10321
"1091" "slow_mean" 38 "upper" "normal" 9369
"1092" "slow_mean" 38 "upper" "t" 11542
"1093" "slow_mean" 39 "lower" "independent" 12197
"1094" "slow_mean" 39 "lower" "normal" 8093
"1095" "slow_mean" 39 "lower" "t" 12154
"1096" "slow_mean" 39 "upper" "independent" 9316
"1097" "slow_mean" 39 "upper" "normal" 10060
"1098" "slow_mean" 39 "upper" "t" 10482
"1099" "slow_mean" 40 "lower" "independent" 9493
"1100" "slow_mean" 40 "lower" "normal" 11990
"1101" "slow_mean" 40 "lower" "t" 9056
"1102" "slow_mean" 40 "upper" "independent" 10695
"1103" "slow_mean" 40 "upper" "normal" 9702
"1104" "slow_mean" 40 "upper" "t" 10125
"1105" "slow_mean" 41 "lower" "independent" 9972
"1106" "slow_mean" 41 "lower" "normal" 9088
"1107" "slow_mean" 41 "lower" "t" 8753
"1108" "slow_mean" 41 "upper" "independent" 9020
"1109" "slow_mean" 41 "upper" "normal" 8621
"1110" "slow_mean" 41 "upper" "t" 9423
"1111" "slow_mean" 42 "lower" "independent" 7942
"1112" "slow_mean" 42 "lower" "normal" 7963
"1113" "slow_mean" 42 "lower" "t" 8184
"1114" "slow_mean" 42 "upper" "independent" 9487
"1115" "slow_mean" 42 "upper" "normal" 10256
"1116" "slow_mean" 42 "upper" "t" 8685
"1117" "slow_mean" 43 "lower" "independent" 650
"1118" "slow_mean" 43 "lower" "normal" 702
"1119" "slow_mean" 43 "lower" "t" 552
"1120" "slow_mean" 43 "upper" "independent" 626
"1121" "slow_mean" 43 "upper" "normal" 774
"1122" "slow_mean" 43 "upper" "t" 666
"1123" "slow_mean" 44 "lower" "independent" 601
"1124" "slow_mean" 44 "lower" "normal" 622
"1125" "slow_mean" 44 "lower" "t" 660
"1126" "slow_mean" 44 "upper" "independent" 809
"1127" "slow_mean" 44 "upper" "normal" 666
"1128" "slow_mean" 44 "upper" "t" 604
"1129" "slow_mean" 45 "lower" "independent" 662
"1130" "slow_mean" 45 "lower" "normal" 574
"1131" "slow_mean" 45 "lower" "t" 686
"1132" "slow_mean" 45 "upper" "independent" 648
"1133" "slow_mean" 45 "upper" "normal" 601
"1134" "slow_mean" 45 "upper" "t" 645
"1135" "slow_mean" 46 "lower" "independent" 609
"1136" "slow_mean" 46 "lower" "normal" 695
"1137" "slow_mean" 46 "lower" "t" 539
"1138" "slow_mean" 46 "upper" "independent" 542
"1139" "slow_mean" 46 "upper" "normal" 555
"1140" "slow_mean" 46 "upper" "t" 699
"1141" "slow_mean" 47 "lower" "independent" 496
"1142" "slow_mean" 47 "lower" "normal" 492
"1143" "slow_mean" 47 "lower" "t" 464
"1144" "slow_mean" 47 "upper" "independent" 677
"1145" "slow_mean" 47 "upper" "normal" 499
"1146" "slow_mean" 47 "upper" "t" 566
"1147" "slow_mean" 48 "lower" "independent" 421
"1148" "slow_mean" 48 "lower" "normal" 357
"1149" "slow_mean" 48 "lower" "t" 466
"1150" "slow_mean" 48 "upper" "independent" 553
"1151" "slow_mean" 48 "upper" "normal" 476
"1152" "slow_mean" 48 "upper" "t" 468
"1153" "slow_mean" 49 "lower" "independent" 11066
"1154" "slow_mean" 49 "lower" "normal" 9597
"1155" "slow_mean" 49 "lower" "t" 9138
"1156" "slow_mean" 49 "upper" "independent" 10002
"1157" "slow_mean" 49 "upper" "normal" 10850
"1158" "slow_mean" 49 "upper" "t" 10694
